star_x_au,star_z_au,planet_x_au,planet_z_au
-2.986386076562354383e-04,-1.432009007523774827e-04,4.039260054854657556e-01,1.936875083793970498e-01
-2.944489938169261032e-04,-1.499666153763392078e-04,3.982593102248621619e-01,2.028385290855251044e-01
-2.901169298089127375e-04,-1.566597736746021046e-04,3.923999428644357468e-01,2.118914131607524953e-01
-2.856435808313271293e-04,-1.632766351715294543e-04,3.863494794034670332e-01,2.208411013952390201e-01
-2.810302406182840708e-04,-1.698134718599491938e-04,3.801096696922424134e-01,2.296825514434645277e-01
-2.762783322214550173e-04,-1.762665738957116428e-04,3.736824384905303442e-01,2.384107455264482534e-01
-2.713894084854524672e-04,-1.826322554039800652e-04,3.670698861105657351e-01,2.470206982850927380e-01
-2.663651522039466729e-04,-1.889068603777576425e-04,3.602742886282068735e-01,2.555074647582832870e-01
-2.612073759458204895e-04,-1.950867686478761106e-04,3.532980976478000690e-01,2.638661484576426131e-01
-2.559180215422001510e-04,-2.011684019024969012e-04,3.461439396083590414e-01,2.720919095092555473e-01
-2.504991592268653641e-04,-2.071482297331313791e-04,3.388146146209198295e-01,2.801799728312603932e-01
-2.449529864243315353e-04,-2.130227756832838478e-04,3.313130948293516176e-01,2.881256363149897193e-01
-2.392818261817967920e-04,-2.187886232750770911e-04,3.236425222894747100e-01,2.959242789763295578e-01
-2.334881252431454288e-04,-2.244424219886477371e-04,3.158062063640377781e-01,3.035713690431982026e-01
-2.275744517652683965e-04,-2.299808931687144617e-04,3.078076206339106502e-01,3.110624719445212460e-01
-2.215434926790978663e-04,-2.354008358325291683e-04,2.996503993287292777e-01,3.183932581658224237e-01
-2.153980506999195502e-04,-2.406991323534369740e-04,2.913383332831711026e-01,3.255595109365669870e-01
-2.091410409937129362e-04,-2.458727539944915779e-04,2.828753654279863028e-01,3.325571337146971396e-01
-2.027754875084488752e-04,-2.509187662670108203e-04,2.742655858278666980e-01,3.393821574343881542e-01
-1.963045189814217851e-04,-2.558343340896034523e-04,2.655132262811298882e-01,3.460307474839315889e-01
-1.897313646357865749e-04,-2.606167267240611096e-04,2.566226544990375391e-01,3.524992103818139211e-01
-1.830593495814908541e-04,-2.652633224655725390e-04,2.475983678852894387e-01,3.587840001205034324e-01
